fecha,periodo,p_t,p_h,p_v,p_i
2018-01-01,1,27.0,89.0,14.8,0
2018-01-01,2,27.0,84.0,13.0,0
2018-01-01,3,27.0,84.0,11.1,0
2018-01-01,4,27.0,84.0,11.1,0
2018-01-01,5,27.0,84.0,5.6,0
2018-01-01,6,27.0,89.0,11.1,0
2018-01-01,7,26.0,94.0,9.3,0
2018-01-01,8,28.0,89.0,11.1,0
2018-01-01,9,29.0,84.0,11.1,0
2018-01-01,10,31.0,75.0,8.35,0
2018-01-01,11,32.0,66.0,5.6,0
2018-01-01,12,33.0,66.0,7.4,0
2018-01-01,13,34.0,63.0,9.3,0
2018-01-01,14,35.0,59.0,16.7,0
2018-01-01,15,34.0,63.0,20.4,0
2018-01-01,16,33.0,63.0,18.5,0
2018-01-01,17,30.0,74.0,18.5,0
2018-01-01,18,30.0,74.0,20.4,0
2018-01-01,19,28.0,84.0,11.1,0
2018-01-01,20,28.0,84.0,14.8,0
2018-01-01,21,28.0,84.0,11.1,0
2018-01-01,22,28.0,84.0,18.5,0
2018-01-01,23,27.0,89.0,11.1,0
2018-01-01,24,27.0,89.0,18.5,0
2018-01-02,1,27.0,89.0,14.8,0
2018-01-02,2,27.0,84.0,13.0,0
2018-01-02,3,27.0,84.0,11.1,0
2018-01-02,4,27.0,84.0,11.1,0
2018-01-02,5,27.0,84.0,5.6,0
2018-01-02,6,27.0,89.0,11.1,0
2018-01-02,7,26.0,94.0,9.3,0
2018-01-02,8,28.0,89.0,11.1,0
2018-01-02,9,29.0,84.0,11.1,0
2018-01-02,10,31.0,75.0,8.35,0
2018-01-02,11,32.0,66.0,5.6,0
2018-01-02,12,33.0,66.0,7.4,0
2018-01-02,13,34.0,63.0,9.3,0
2018-01-02,14,35.0,59.0,16.7,0
2018-01-02,15,34.0,63.0,20.4,0
2018-01-02,16,33.0,63.0,18.5,0
2018-01-02,17,30.0,74.0,18.5,0
2018-01-02,18,30.0,74.0,20.4,0
2018-01-02,19,28.0,84.0,11.1,0
2018-01-02,20,28.0,84.0,14.8,0
2018-01-02,21,28.0,84.0,11.1,0
2018-01-02,22,28.0,84.0,18.5,0
2018-01-02,23,27.0,89.0,11.1,0
2018-01-02,24,27.0,89.0,18.5,0
2018-01-03,1,27.0,89.0,14.8,0
2018-01-03,2,27.0,84.0,13.0,0
2018-01-03,3,27.0,84.0,11.1,0
2018-01-03,4,27.0,84.0,11.1,0
2018-01-03,5,27.0,84.0,5.6,0
2018-01-03,6,27.0,89.0,11.1,0
2018-01-03,7,26.0,94.0,9.3,0
2018-01-03,8,28.0,89.0,11.1,0
2018-01-03,9,29.0,84.0,11.1,0
2018-01-03,10,31.0,75.0,8.35,0
2018-01-03,11,32.0,66.0,5.6,0
2018-01-03,12,33.0,66.0,7.4,0
2018-01-03,13,34.0,63.0,9.3,0
2018-01-03,14,35.0,59.0,16.7,0
2018-01-03,15,34.0,63.0,20.4,0
2018-01-03,16,33.0,63.0,18.5,0
2018-01-03,17,30.0,74.0,18.5,0
2018-01-03,18,30.0,74.0,20.4,0
2018-01-03,19,28.0,84.0,11.1,0
2018-01-03,20,28.0,84.0,14.8,0
2018-01-03,21,28.0,84.0,11.1,0
2018-01-03,22,28.0,84.0,18.5,0
2018-01-03,23,27.0,89.0,11.1,0
2018-01-03,24,27.0,89.0,18.5,0
2018-01-04,1,27.0,89.0,14.8,0
2018-01-04,2,27.0,84.0,13.0,0
2018-01-04,3,27.0,84.0,11.1,0
2018-01-04,4,27.0,84.0,11.1,0
2018-01-04,5,27.0,84.0,5.6,0
2018-01-04,6,27.0,89.0,11.1,0
2018-01-04,7,26.0,94.0,9.3,0
2018-01-04,8,28.0,89.0,11.1,0
2018-01-04,9,29.0,84.0,11.1,0
2018-01-04,10,31.0,75.0,8.35,0
2018-01-04,11,32.0,66.0,5.6,0
2018-01-04,12,33.0,66.0,7.4,0
2018-01-04,13,34.0,63.0,9.3,0
2018-01-04,14,35.0,59.0,16.7,0
2018-01-04,15,34.0,63.0,20.4,0
2018-01-04,16,33.0,63.0,18.5,0
2018-01-04,17,30.0,74.0,18.5,0
2018-01-04,18,30.0,74.0,20.4,0
2018-01-04,19,28.0,84.0,11.1,0
2018-01-04,20,28.0,84.0,14.8,0
2018-01-04,21,28.0,84.0,11.1,0
2018-01-04,22,28.0,84.0,18.5,0
2018-01-04,23,27.0,89.0,11.1,0
2018-01-04,24,27.0,89.0,18.5,0
2018-01-05,1,27.0,89.0,14.8,0
2018-01-05,2,27.0,84.0,13.0,0
2018-01-05,3,27.0,84.0,11.1,0
2018-01-05,4,27.0,84.0,11.1,0
2018-01-05,5,27.0,84.0,5.6,0
2018-01-05,6,27.0,89.0,11.1,0
2018-01-05,7,26.0,94.0,9.3,0
2018-01-05,8,28.0,89.0,11.1,0
2018-01-05,9,29.0,84.0,11.1,0
2018-01-05,10,31.0,75.0,8.35,0
2018-01-05,11,32.0,66.0,5.6,0
2018-01-05,12,33.0,66.0,7.4,0
2018-01-05,13,34.0,63.0,9.3,0
2018-01-05,14,35.0,59.0,16.7,0
2018-01-05,15,34.0,63.0,20.4,0
2018-01-05,16,33.0,63.0,18.5,0
2018-01-05,17,30.0,74.0,18.5,0
2018-01-05,18,30.0,74.0,20.4,0
2018-01-05,19,28.0,84.0,11.1,0
2018-01-05,20,28.0,84.0,14.8,0
2018-01-05,21,28.0,84.0,11.1,0
2018-01-05,22,28.0,84.0,18.5,0
2018-01-05,23,27.0,89.0,11.1,0
2018-01-05,24,27.0,89.0,18.5,0
2018-01-06,1,27.0,89.0,14.8,0
2018-01-06,2,27.0,84.0,13.0,0
2018-01-06,3,27.0,84.0,11.1,0
2018-01-06,4,27.0,84.0,11.1,0
2018-01-06,5,27.0,84.0,5.6,0
2018-01-06,6,27.0,89.0,11.1,0
2018-01-06,7,26.0,94.0,9.3,0
2018-01-06,8,28.0,89.0,11.1,0
2018-01-06,9,29.0,84.0,11.1,0
2018-01-06,10,31.0,75.0,8.35,0
2018-01-06,11,32.0,66.0,5.6,0
2018-01-06,12,33.0,66.0,7.4,0
2018-01-06,13,34.0,63.0,9.3,0
2018-01-06,14,35.0,59.0,16.7,0
2018-01-06,15,34.0,63.0,20.4,0
2018-01-06,16,33.0,63.0,18.5,0
2018-01-06,17,30.0,74.0,18.5,0
2018-01-06,18,30.0,74.0,20.4,0
2018-01-06,19,28.0,84.0,11.1,0
2018-01-06,20,28.0,84.0,14.8,0
2018-01-06,21,28.0,84.0,11.1,0
2018-01-06,22,28.0,84.0,18.5,0
2018-01-06,23,27.0,89.0,11.1,0
2018-01-06,24,27.0,89.0,18.5,0
2018-01-07,1,27.0,89.0,14.8,0
2018-01-07,2,27.0,84.0,13.0,0
2018-01-07,3,27.0,84.0,11.1,0
2018-01-07,4,27.0,84.0,11.1,0
2018-01-07,5,27.0,84.0,5.6,0
2018-01-07,6,27.0,89.0,11.1,0
2018-01-07,7,26.0,94.0,9.3,0
2018-01-07,8,28.0,89.0,11.1,0
2018-01-07,9,29.0,84.0,11.1,0
2018-01-07,10,31.0,75.0,8.35,0
2018-01-07,11,32.0,66.0,5.6,0
2018-01-07,12,33.0,66.0,7.4,0
2018-01-07,13,34.0,63.0,9.3,0
2018-01-07,14,35.0,59.0,16.7,0
2018-01-07,15,34.0,63.0,20.4,0
2018-01-07,16,33.0,63.0,18.5,0
2018-01-07,17,30.0,74.0,18.5,0
2018-01-07,18,30.0,74.0,20.4,0
2018-01-07,19,28.0,84.0,11.1,0
2018-01-07,20,28.0,84.0,14.8,0
2018-01-07,21,28.0,84.0,11.1,0
2018-01-07,22,28.0,84.0,18.5,0
2018-01-07,23,27.0,89.0,11.1,0
2018-01-07,24,27.0,89.0,18.5,0
2018-01-08,1,27.0,89.0,14.8,0
2018-01-08,2,27.0,84.0,13.0,0
2018-01-08,3,27.0,84.0,11.1,0
2018-01-08,4,27.0,84.0,11.1,0
2018-01-08,5,27.0,84.0,5.6,0
2018-01-08,6,27.0,89.0,11.1,0
2018-01-08,7,26.0,94.0,9.3,0
2018-01-08,8,28.0,89.0,11.1,0
2018-01-08,9,29.0,84.0,11.1,0
2018-01-08,10,31.0,75.0,8.35,0
2018-01-08,11,32.0,66.0,5.6,0
2018-01-08,12,33.0,66.0,7.4,0
2018-01-08,13,34.0,63.0,9.3,0
2018-01-08,14,35.0,59.0,16.7,0
2018-01-08,15,34.0,63.0,20.4,0
2018-01-08,16,33.0,63.0,18.5,0
2018-01-08,17,30.0,74.0,18.5,0
2018-01-08,18,30.0,74.0,20.4,0
2018-01-08,19,28.0,84.0,11.1,0
2018-01-08,20,28.0,84.0,14.8,0
2018-01-08,21,28.0,84.0,11.1,0
2018-01-08,22,28.0,84.0,18.5,0
2018-01-08,23,27.0,89.0,11.1,0
2018-01-08,24,27.0,89.0,18.5,0
2018-01-09,1,27.0,89.0,14.8,0
2018-01-09,2,27.0,84.0,13.0,0
2018-01-09,3,27.0,84.0,11.1,0
2018-01-09,4,27.0,84.0,11.1,0
2018-01-09,5,27.0,84.0,5.6,0
2018-01-09,6,27.0,89.0,11.1,0
2018-01-09,7,26.0,94.0,9.3,0
2018-01-09,8,28.0,89.0,11.1,0
2018-01-09,9,29.0,84.0,11.1,0
2018-01-09,10,31.0,75.0,8.35,0
2018-01-09,11,32.0,66.0,5.6,0
2018-01-09,12,33.0,66.0,7.4,0
2018-01-09,13,34.0,63.0,9.3,0
2018-01-09,14,35.0,59.0,16.7,0
2018-01-09,15,34.0,63.0,20.4,0
2018-01-09,16,33.0,63.0,18.5,0
2018-01-09,17,30.0,74.0,18.5,0
2018-01-09,18,30.0,74.0,20.4,0
2018-01-09,19,28.0,84.0,11.1,0
2018-01-09,20,28.0,84.0,14.8,0
2018-01-09,21,28.0,84.0,11.1,0
2018-01-09,22,28.0,84.0,18.5,0
2018-01-09,23,27.0,89.0,11.1,0
2018-01-09,24,27.0,89.0,18.5,0
2018-01-10,1,27.0,89.0,14.8,0
2018-01-10,2,27.0,84.0,13.0,0
2018-01-10,3,27.0,84.0,11.1,0
2018-01-10,4,27.0,84.0,11.1,0
2018-01-10,5,27.0,84.0,5.6,0
2018-01-10,6,27.0,89.0,11.1,0
2018-01-10,7,26.0,94.0,9.3,0
2018-01-10,8,28.0,89.0,11.1,0
2018-01-10,9,29.0,84.0,11.1,0
2018-01-10,10,31.0,75.0,8.35,0
2018-01-10,11,32.0,66.0,5.6,0
2018-01-10,12,33.0,66.0,7.4,0
2018-01-10,13,34.0,63.0,9.3,0
2018-01-10,14,35.0,59.0,16.7,0
2018-01-10,15,34.0,63.0,20.4,0
2018-01-10,16,33.0,63.0,18.5,0
2018-01-10,17,30.0,74.0,18.5,0
2018-01-10,18,30.0,74.0,20.4,0
2018-01-10,19,28.0,84.0,11.1,0
2018-01-10,20,28.0,84.0,14.8,0
2018-01-10,21,28.0,84.0,11.1,0
2018-01-10,22,28.0,84.0,18.5,0
2018-01-10,23,27.0,89.0,11.1,0
2018-01-10,24,27.0,89.0,18.5,0
2018-01-11,1,27.0,89.0,14.8,0
2018-01-11,2,27.0,84.0,13.0,0
2018-01-11,3,27.0,84.0,11.1,0
2018-01-11,4,27.0,84.0,11.1,0
2018-01-11,5,27.0,84.0,5.6,0
2018-01-11,6,27.0,89.0,11.1,0
2018-01-11,7,26.0,94.0,9.3,0
2018-01-11,8,28.0,89.0,11.1,0
2018-01-11,9,29.0,84.0,11.1,0
2018-01-11,10,31.0,75.0,8.35,0
2018-01-11,11,32.0,66.0,5.6,0
2018-01-11,12,33.0,66.0,7.4,0
2018-01-11,13,34.0,63.0,9.3,0
2018-01-11,14,35.0,59.0,16.7,0
2018-01-11,15,34.0,63.0,20.4,0
2018-01-11,16,33.0,63.0,18.5,0
2018-01-11,17,30.0,74.0,18.5,0
2018-01-11,18,30.0,74.0,20.4,0
2018-01-11,19,28.0,84.0,11.1,0
2018-01-11,20,28.0,84.0,14.8,0
2018-01-11,21,28.0,84.0,11.1,0
2018-01-11,22,28.0,84.0,18.5,0
2018-01-11,23,27.0,89.0,11.1,0
2018-01-11,24,27.0,89.0,18.5,0
2018-01-12,1,27.0,89.0,14.8,0
2018-01-12,2,27.0,84.0,13.0,0
2018-01-12,3,27.0,84.0,11.1,0
2018-01-12,4,27.0,84.0,11.1,0
2018-01-12,5,27.0,84.0,5.6,0
2018-01-12,6,27.0,89.0,11.1,0
2018-01-12,7,26.0,94.0,9.3,0
2018-01-12,8,28.0,89.0,11.1,0
2018-01-12,9,29.0,84.0,11.1,0
2018-01-12,10,31.0,75.0,8.35,0
2018-01-12,11,32.0,66.0,5.6,0
2018-01-12,12,33.0,66.0,7.4,0
2018-01-12,13,34.0,63.0,9.3,0
2018-01-12,14,35.0,59.0,16.7,0
2018-01-12,15,34.0,63.0,20.4,0
2018-01-12,16,33.0,63.0,18.5,0
2018-01-12,17,30.0,74.0,18.5,0
2018-01-12,18,30.0,74.0,20.4,0
2018-01-12,19,28.0,84.0,11.1,0
2018-01-12,20,28.0,84.0,14.8,0
2018-01-12,21,28.0,84.0,11.1,0
2018-01-12,22,28.0,84.0,18.5,0
2018-01-12,23,27.0,89.0,11.1,0
2018-01-12,24,27.0,89.0,18.5,0
2018-01-13,1,27.0,89.0,14.8,0
2018-01-13,2,27.0,84.0,13.0,0
2018-01-13,3,27.0,84.0,11.1,0
2018-01-13,4,27.0,84.0,11.1,0
2018-01-13,5,27.0,84.0,5.6,0
2018-01-13,6,27.0,89.0,11.1,0
2018-01-13,7,26.0,94.0,9.3,0
2018-01-13,8,28.0,89.0,11.1,0
2018-01-13,9,29.0,84.0,11.1,0
2018-01-13,10,31.0,75.0,8.35,0
2018-01-13,11,32.0,66.0,5.6,0
2018-01-13,12,33.0,66.0,7.4,0
2018-01-13,13,34.0,63.0,9.3,0
2018-01-13,14,35.0,59.0,16.7,0
2018-01-13,15,34.0,63.0,20.4,0
2018-01-13,16,33.0,63.0,18.5,0
2018-01-13,17,30.0,74.0,18.5,0
2018-01-13,18,30.0,74.0,20.4,0
2018-01-13,19,28.0,84.0,11.1,0
2018-01-13,20,28.0,84.0,14.8,0
2018-01-13,21,28.0,84.0,11.1,0
2018-01-13,22,28.0,84.0,18.5,0
2018-01-13,23,27.0,89.0,11.1,0
2018-01-13,24,27.0,89.0,18.5,0
2018-01-14,1,27.0,89.0,14.8,0
2018-01-14,2,27.0,84.0,13.0,0
2018-01-14,3,27.0,84.0,11.1,0
2018-01-14,4,27.0,84.0,11.1,0
2018-01-14,5,27.0,84.0,5.6,0
2018-01-14,6,27.0,89.0,11.1,0
2018-01-14,7,26.0,94.0,9.3,0
2018-01-14,8,28.0,89.0,11.1,0
2018-01-14,9,29.0,84.0,11.1,0
2018-01-14,10,31.0,75.0,8.35,0
2018-01-14,11,32.0,66.0,5.6,0
2018-01-14,12,33.0,66.0,7.4,0
2018-01-14,13,34.0,63.0,9.3,0
2018-01-14,14,35.0,59.0,16.7,0
2018-01-14,15,34.0,63.0,20.4,0
2018-01-14,16,33.0,63.0,18.5,0
2018-01-14,17,30.0,74.0,18.5,0
2018-01-14,18,30.0,74.0,20.4,0
2018-01-14,19,28.0,84.0,11.1,0
2018-01-14,20,28.0,84.0,14.8,0
2018-01-14,21,28.0,84.0,11.1,0
2018-01-14,22,28.0,84.0,18.5,0
2018-01-14,23,27.0,89.0,11.1,0
2018-01-14,24,27.0,89.0,18.5,0
2018-01-15,1,27.0,89.0,14.8,0
2018-01-15,2,27.0,84.0,13.0,0
2018-01-15,3,27.0,84.0,11.1,0
2018-01-15,4,27.0,84.0,11.1,0
2018-01-15,5,27.0,84.0,5.6,0
2018-01-15,6,27.0,89.0,11.1,0
2018-01-15,7,26.0,94.0,9.3,0
2018-01-15,8,28.0,89.0,11.1,0
2018-01-15,9,29.0,84.0,11.1,0
2018-01-15,10,31.0,75.0,8.35,0
2018-01-15,11,32.0,66.0,5.6,0
2018-01-15,12,33.0,66.0,7.4,0
2018-01-15,13,34.0,63.0,9.3,0
2018-01-15,14,35.0,59.0,16.7,0
2018-01-15,15,34.0,63.0,20.4,0
2018-01-15,16,33.0,63.0,18.5,0
2018-01-15,17,30.0,74.0,18.5,0
2018-01-15,18,30.0,74.0,20.4,0
2018-01-15,19,28.0,84.0,11.1,0
2018-01-15,20,28.0,84.0,14.8,0
2018-01-15,21,28.0,84.0,11.1,0
2018-01-15,22,28.0,84.0,18.5,0
2018-01-15,23,27.0,89.0,11.1,0
2018-01-15,24,27.0,89.0,18.5,0
2018-01-16,1,27.0,89.0,14.8,0
2018-01-16,2,27.0,84.0,13.0,0
2018-01-16,3,27.0,84.0,11.1,0
2018-01-16,4,27.0,84.0,11.1,0
2018-01-16,5,27.0,84.0,5.6,0
2018-01-16,6,27.0,89.0,11.1,0
2018-01-16,7,26.0,94.0,9.3,0
2018-01-16,8,28.0,89.0,11.1,0
2018-01-16,9,29.0,84.0,11.1,0
2018-01-16,10,31.0,75.0,8.35,0
2018-01-16,11,32.0,66.0,5.6,0
2018-01-16,12,33.0,66.0,7.4,0
2018-01-16,13,34.0,63.0,9.3,0
2018-01-16,14,35.0,59.0,16.7,0
2018-01-16,15,34.0,63.0,20.4,0
2018-01-16,16,33.0,63.0,18.5,0
2018-01-16,17,30.0,74.0,18.5,0
2018-01-16,18,30.0,74.0,20.4,0
2018-01-16,19,28.0,84.0,11.1,0
2018-01-16,20,28.0,84.0,14.8,0
2018-01-16,21,28.0,84.0,11.1,0
2018-01-16,22,28.0,84.0,18.5,0
2018-01-16,23,27.0,89.0,11.1,0
2018-01-16,24,27.0,89.0,18.5,0
2018-01-17,1,27.0,89.0,14.8,0
2018-01-17,2,27.0,84.0,13.0,0
2018-01-17,3,27.0,84.0,11.1,0
2018-01-17,4,27.0,84.0,11.1,0
2018-01-17,5,27.0,84.0,5.6,0
2018-01-17,6,27.0,89.0,11.1,0
2018-01-17,7,26.0,94.0,9.3,0
2018-01-17,8,28.0,89.0,11.1,0
2018-01-17,9,29.0,84.0,11.1,0
2018-01-17,10,31.0,75.0,8.35,0
2018-01-17,11,32.0,66.0,5.6,0
2018-01-17,12,33.0,66.0,7.4,0
2018-01-17,13,34.0,63.0,9.3,0
2018-01-17,14,35.0,59.0,16.7,0
2018-01-17,15,34.0,63.0,20.4,0
2018-01-17,16,33.0,63.0,18.5,0
2018-01-17,17,30.0,74.0,18.5,0
2018-01-17,18,30.0,74.0,20.4,0
2018-01-17,19,28.0,84.0,11.1,0
2018-01-17,20,28.0,84.0,14.8,0
2018-01-17,21,28.0,84.0,11.1,0
2018-01-17,22,28.0,84.0,18.5,0
2018-01-17,23,27.0,89.0,11.1,0
2018-01-17,24,27.0,89.0,18.5,0
2018-01-18,1,27.0,89.0,14.8,0
2018-01-18,2,27.0,84.0,13.0,0
2018-01-18,3,27.0,84.0,11.1,0
2018-01-18,4,27.0,84.0,11.1,0
2018-01-18,5,27.0,84.0,5.6,0
2018-01-18,6,27.0,89.0,11.1,0
2018-01-18,7,26.0,94.0,9.3,0
2018-01-18,8,28.0,89.0,11.1,0
2018-01-18,9,29.0,84.0,11.1,0
2018-01-18,10,31.0,75.0,8.35,0
2018-01-18,11,32.0,66.0,5.6,0
2018-01-18,12,33.0,66.0,7.4,0
2018-01-18,13,34.0,63.0,9.3,0
2018-01-18,14,35.0,59.0,16.7,0
2018-01-18,15,34.0,63.0,20.4,0
2018-01-18,16,33.0,63.0,18.5,0
2018-01-18,17,30.0,74.0,18.5,0
2018-01-18,18,30.0,74.0,20.4,0
2018-01-18,19,28.0,84.0,11.1,0
2018-01-18,20,28.0,84.0,14.8,0
2018-01-18,21,28.0,84.0,11.1,0
2018-01-18,22,28.0,84.0,18.5,0
2018-01-18,23,27.0,89.0,11.1,0
2018-01-18,24,27.0,89.0,18.5,0
2018-01-19,1,27.0,89.0,14.8,0
2018-01-19,2,27.0,84.0,13.0,0
2018-01-19,3,27.0,84.0,11.1,0
2018-01-19,4,27.0,84.0,11.1,0
2018-01-19,5,27.0,84.0,5.6,0
2018-01-19,6,27.0,89.0,11.1,0
2018-01-19,7,26.0,94.0,9.3,0
2018-01-19,8,28.0,89.0,11.1,0
2018-01-19,9,29.0,84.0,11.1,0
2018-01-19,10,31.0,75.0,8.35,0
2018-01-19,11,32.0,66.0,5.6,0
2018-01-19,12,33.0,66.0,7.4,0
2018-01-19,13,34.0,63.0,9.3,0
2018-01-19,14,35.0,59.0,16.7,0
2018-01-19,15,34.0,63.0,20.4,0
2018-01-19,16,33.0,63.0,18.5,0
2018-01-19,17,30.0,74.0,18.5,0
2018-01-19,18,30.0,74.0,20.4,0
2018-01-19,19,28.0,84.0,11.1,0
2018-01-19,20,28.0,84.0,14.8,0
2018-01-19,21,28.0,84.0,11.1,0
2018-01-19,22,28.0,84.0,18.5,0
2018-01-19,23,27.0,89.0,11.1,0
2018-01-19,24,27.0,89.0,18.5,0
2018-01-20,1,27.0,89.0,14.8,0
2018-01-20,2,27.0,84.0,13.0,0
2018-01-20,3,27.0,84.0,11.1,0
2018-01-20,4,27.0,84.0,11.1,0
2018-01-20,5,27.0,84.0,5.6,0
2018-01-20,6,27.0,89.0,11.1,0
2018-01-20,7,26.0,94.0,9.3,0
2018-01-20,8,28.0,89.0,11.1,0
2018-01-20,9,29.0,84.0,11.1,0
2018-01-20,10,31.0,75.0,8.35,0
2018-01-20,11,32.0,66.0,5.6,0
2018-01-20,12,33.0,66.0,7.4,0
2018-01-20,13,34.0,63.0,9.3,0
2018-01-20,14,35.0,59.0,16.7,0
2018-01-20,15,34.0,63.0,20.4,0
2018-01-20,16,33.0,63.0,18.5,0
2018-01-20,17,30.0,74.0,18.5,0
2018-01-20,18,30.0,74.0,20.4,0
2018-01-20,19,28.0,84.0,11.1,0
2018-01-20,20,28.0,84.0,14.8,0
2018-01-20,21,28.0,84.0,11.1,0
2018-01-20,22,28.0,84.0,18.5,0
2018-01-20,23,27.0,89.0,11.1,0
2018-01-20,24,27.0,89.0,18.5,0
2018-01-21,1,27.0,89.0,14.8,0
2018-01-21,2,27.0,84.0,13.0,0
2018-01-21,3,27.0,84.0,11.1,0
2018-01-21,4,27.0,84.0,11.1,0
2018-01-21,5,27.0,84.0,5.6,0
2018-01-21,6,27.0,89.0,11.1,0
2018-01-21,7,26.0,94.0,9.3,0
2018-01-21,8,28.0,89.0,11.1,0
2018-01-21,9,29.0,84.0,11.1,0
2018-01-21,10,31.0,75.0,8.35,0
2018-01-21,11,32.0,66.0,5.6,0
2018-01-21,12,33.0,66.0,7.4,0
2018-01-21,13,34.0,63.0,9.3,0
2018-01-21,14,35.0,59.0,16.7,0
2018-01-21,15,34.0,63.0,20.4,0
2018-01-21,16,33.0,63.0,18.5,0
2018-01-21,17,30.0,74.0,18.5,0
2018-01-21,18,30.0,74.0,20.4,0
2018-01-21,19,28.0,84.0,11.1,0
2018-01-21,20,28.0,84.0,14.8,0
2018-01-21,21,28.0,84.0,11.1,0
2018-01-21,22,28.0,84.0,18.5,0
2018-01-21,23,27.0,89.0,11.1,0
2018-01-21,24,27.0,89.0,18.5,0
2018-01-22,1,27.0,89.0,14.8,0
2018-01-22,2,27.0,84.0,13.0,0
2018-01-22,3,27.0,84.0,11.1,0
2018-01-22,4,27.0,84.0,11.1,0
2018-01-22,5,27.0,84.0,5.6,0
2018-01-22,6,27.0,89.0,11.1,0
2018-01-22,7,26.0,94.0,9.3,0
2018-01-22,8,28.0,89.0,11.1,0
2018-01-22,9,29.0,84.0,11.1,0
2018-01-22,10,31.0,75.0,8.35,0
2018-01-22,11,32.0,66.0,5.6,0
2018-01-22,12,33.0,66.0,7.4,0
2018-01-22,13,34.0,63.0,9.3,0
2018-01-22,14,35.0,59.0,16.7,0
2018-01-22,15,34.0,63.0,20.4,0
2018-01-22,16,33.0,63.0,18.5,0
2018-01-22,17,30.0,74.0,18.5,0
2018-01-22,18,30.0,74.0,20.4,0
2018-01-22,19,28.0,84.0,11.1,0
2018-01-22,20,28.0,84.0,14.8,0
2018-01-22,21,28.0,84.0,11.1,0
2018-01-22,22,28.0,84.0,18.5,0
2018-01-22,23,27.0,89.0,11.1,0
2018-01-22,24,27.0,89.0,18.5,0
2018-01-23,1,27.0,89.0,14.8,0
2018-01-23,2,27.0,84.0,13.0,0
2018-01-23,3,27.0,84.0,11.1,0
2018-01-23,4,27.0,84.0,11.1,0
2018-01-23,5,27.0,84.0,5.6,0
2018-01-23,6,27.0,89.0,11.1,0
2018-01-23,7,26.0,94.0,9.3,0
2018-01-23,8,28.0,89.0,11.1,0
2018-01-23,9,29.0,84.0,11.1,0
2018-01-23,10,31.0,75.0,8.35,0
2018-01-23,11,32.0,66.0,5.6,0
2018-01-23,12,33.0,66.0,7.4,0
2018-01-23,13,34.0,63.0,9.3,0
2018-01-23,14,35.0,59.0,16.7,0
2018-01-23,15,34.0,63.0,20.4,0
2018-01-23,16,33.0,63.0,18.5,0
2018-01-23,17,30.0,74.0,18.5,0
2018-01-23,18,30.0,74.0,20.4,0
2018-01-23,19,28.0,84.0,11.1,0
2018-01-23,20,28.0,84.0,14.8,0
2018-01-23,21,28.0,84.0,11.1,0
2018-01-23,22,28.0,84.0,18.5,0
2018-01-23,23,27.0,89.0,11.1,0
2018-01-23,24,27.0,89.0,18.5,0
2018-01-24,1,27.0,89.0,14.8,0
2018-01-24,2,27.0,84.0,13.0,0
2018-01-24,3,27.0,84.0,11.1,0
2018-01-24,4,27.0,84.0,11.1,0
2018-01-24,5,27.0,84.0,5.6,0
2018-01-24,6,27.0,89.0,11.1,0
2018-01-24,7,26.0,94.0,9.3,0
2018-01-24,8,28.0,89.0,11.1,0
2018-01-24,9,29.0,84.0,11.1,0
2018-01-24,10,31.0,75.0,8.35,0
2018-01-24,11,32.0,66.0,5.6,0
2018-01-24,12,33.0,66.0,7.4,0
2018-01-24,13,34.0,63.0,9.3,0
2018-01-24,14,35.0,59.0,16.7,0
2018-01-24,15,34.0,63.0,20.4,0
2018-01-24,16,33.0,63.0,18.5,0
2018-01-24,17,30.0,74.0,18.5,0
2018-01-24,18,30.0,74.0,20.4,0
2018-01-24,19,28.0,84.0,11.1,0
2018-01-24,20,28.0,84.0,14.8,0
2018-01-24,21,28.0,84.0,11.1,0
2018-01-24,22,28.0,84.0,18.5,0
2018-01-24,23,27.0,89.0,11.1,0
2018-01-24,24,27.0,89.0,18.5,0
2018-01-25,1,27.0,89.0,14.8,0
2018-01-25,2,27.0,84.0,13.0,0
2018-01-25,3,27.0,84.0,11.1,0
2018-01-25,4,27.0,84.0,11.1,0
2018-01-25,5,27.0,84.0,5.6,0
2018-01-25,6,27.0,89.0,11.1,0
2018-01-25,7,26.0,94.0,9.3,0
2018-01-25,8,28.0,89.0,11.1,0
2018-01-25,9,29.0,84.0,11.1,0
2018-01-25,10,31.0,75.0,8.35,0
2018-01-25,11,32.0,66.0,5.6,0
2018-01-25,12,33.0,66.0,7.4,0
2018-01-25,13,34.0,63.0,9.3,0
2018-01-25,14,35.0,59.0,16.7,0
2018-01-25,15,34.0,63.0,20.4,0
2018-01-25,16,33.0,63.0,18.5,0
2018-01-25,17,30.0,74.0,18.5,0
2018-01-25,18,30.0,74.0,20.4,0
2018-01-25,19,28.0,84.0,11.1,0
2018-01-25,20,28.0,84.0,14.8,0
2018-01-25,21,28.0,84.0,11.1,0
2018-01-25,22,28.0,84.0,18.5,0
2018-01-25,23,27.0,89.0,11.1,0
2018-01-25,24,27.0,89.0,18.5,0
2018-01-26,1,27.0,89.0,14.8,0
2018-01-26,2,27.0,84.0,13.0,0
2018-01-26,3,27.0,84.0,11.1,0
2018-01-26,4,27.0,84.0,11.1,0
2018-01-26,5,27.0,84.0,5.6,0
2018-01-26,6,27.0,89.0,11.1,0
2018-01-26,7,26.0,94.0,9.3,0
