fecha,periodo,p_t,p_h,p_v,p_i
2019-07-07,17,31.0,88.0,5.6,0
2019-07-07,18,33.4,78.0,3.7,0
2019-07-07,19,35.8,78.0,3.7,0
2019-07-07,20,36.7,74.0,9.3,0
2019-07-07,21,37.8,70.0,9.3,0
2019-07-07,22,38.3,70.0,9.3,0
2019-07-07,23,39.5,66.0,9.3,0
2019-07-07,24,37.8,74.0,22.2,0
2019-07-08,1,38.9,55.0,24.1,0
2019-07-08,2,37.2,58.0,24.1,0
2019-07-08,3,36.0,62.0,25.9,0
2019-07-08,4,34.7,65.0,22.2,0
2019-07-08,5,34.2,69.0,11.1,0
2019-07-08,6,33.1,74.0,9.3,0
2019-07-08,7,32.2,78.0,7.4,0
2019-07-08,8,31.8,78.0,11.1,0
2019-07-08,9,31.5,83.0,9.3,0
2019-07-08,10,31.3,83.0,11.1,0
2019-07-08,11,32.3,88.0,9.3,0
2019-07-08,12,32.2,88.0,11.1,0
2019-07-08,13,32.5,88.0,7.4,0
2019-07-08,14,32.0,88.0,13.0,0
2019-07-08,15,31.9,94.0,3.7,0
2019-07-08,16,32.8,94.0,0.0,0
2019-07-08,17,31.0,88.0,5.6,0
2019-07-08,18,33.4,78.0,3.7,0
2019-07-08,19,35.8,78.0,3.7,0
2019-07-08,20,36.7,74.0,9.3,0
2019-07-08,21,37.8,70.0,9.3,0
2019-07-08,22,38.3,70.0,9.3,0
2019-07-08,23,39.5,66.0,9.3,0
2019-07-08,24,37.8,74.0,22.2,0
2019-07-09,1,33.4,78.0,3.7,0
2019-07-09,2,35.8,78.0,3.7,0
2019-07-09,3,36.7,74.0,9.3,0
2019-07-09,4,37.8,70.0,9.3,0
2019-07-09,5,38.3,70.0,9.3,0
2019-07-09,6,39.5,66.0,9.3,0
2019-07-09,7,37.8,74.0,22.2,0
2019-07-09,8,38.8,70.0,16.7,0
2019-07-09,9,34.9,69.0,9.3,0
2019-07-09,10,36.2,70.0,14.8,0
2019-07-09,11,26.7,94.0,27.8,0
2019-07-09,12,26.1,94.0,9.3,0
2019-07-09,13,24.7,94.0,20.4,0
2019-07-09,14,25.4,88.0,9.3,0
2019-07-09,15,25.1,100.0,7.4,0
2019-07-09,16,27.5,94.0,3.7,0
2019-07-09,17,28.5,88.0,7.4,0
2019-07-09,18,27.7,94.0,5.6,0
2019-07-09,19,27.4,94.0,7.4,0
2019-07-09,20,28.0,94.0,3.7,0
2019-07-09,21,28.0,94.0,3.7,0
2019-07-09,22,28.0,94.0,3.7,0
2019-07-09,23,27.7,94.0,5.6,0
2019-07-09,24,27.9,94.0,5.6,0
2019-07-10,1,31.5,88.0,9.3,0
2019-07-10,2,33.5,83.0,5.6,0
2019-07-10,3,33.4,78.0,9.3,0
2019-07-10,4,35.9,74.0,5.6,0
2019-07-10,5,34.7,83.0,11.1,0
2019-07-10,6,35.2,78.0,13.0,0
2019-07-10,7,34.8,74.0,7.4,0
2019-07-10,8,34.0,74.0,9.3,0
2019-07-10,9,32.0,78.0,14.8,0
2019-07-10,10,32.5,78.0,9.3,0
2019-07-10,11,32.3,78.0,7.4,0
2019-07-10,12,31.5,83.0,9.3,0
2019-07-10,13,31.3,83.0,11.1,0
2019-07-10,14,30.2,88.0,11.1,0
2019-07-10,15,30.6,88.0,7.4,0
2019-07-10,16,31.6,94.0,5.6,0
2019-07-10,17,32.7,88.0,5.6,0
2019-07-10,18,31.6,94.0,5.6,0
2019-07-10,19,31.4,94.0,7.4,0
2019-07-10,20,31.9,94.0,3.7,0
2019-07-10,21,31.0,94.0,0.0,0
2019-07-10,22,31.1,94.0,11.1,0
2019-07-10,23,30.5,100.0,3.7,0
2019-07-10,24,31.2,100.0,3.7,0
2019-07-11,1,35.4,78.0,11.1,0
2019-07-11,2,35.4,78.0,11.1,0
2019-07-11,3,37.0,74.0,11.1,0
2019-07-11,4,37.6,65.0,14.8,0
2019-07-11,5,39.4,66.0,11.1,0
2019-07-11,6,39.5,70.0,13.0,0
2019-07-11,7,38.8,66.0,14.8,0
2019-07-11,8,37.1,70.0,16.7,0
2019-07-11,9,35.7,65.0,16.7,0
2019-07-11,10,34.2,69.0,16.7,0
2019-07-11,11,33.8,78.0,13.0,0
2019-07-11,12,33.8,78.0,11.1,0
2019-07-11,13,32.1,83.0,18.5,0
2019-07-11,14,32.4,83.0,14.8,0
2019-07-11,15,31.8,78.0,11.1,0
2019-07-11,16,32.6,83.0,13.0,0
2019-07-11,17,32.2,88.0,11.1,0
2019-07-11,18,31.9,94.0,3.7,0
2019-07-11,19,31.9,94.0,3.7,0
2019-07-11,20,31.1,94.0,11.1,0
2019-07-11,21,30.0,100.0,11.1,0
2019-07-11,22,30.0,94.0,3.7,0
2019-07-11,23,30.2,94.0,3.7,0
2019-07-11,24,33.5,88.0,5.6,0
2019-07-12,1,34.5,83.0,3.7,0
2019-07-12,2,34.5,69.0,7.4,0
2019-07-12,3,36.6,69.0,9.3,0
2019-07-12,4,36.8,65.0,9.3,0
2019-07-12,5,39.4,58.0,5.6,0
2019-07-12,6,38.8,62.0,13.0,0
2019-07-12,7,37.5,65.0,13.0,0
2019-07-12,8,36.1,65.0,18.5,0
2019-07-12,9,34.3,69.0,20.4,0
2019-07-12,10,32.9,74.0,18.5,0
2019-07-12,11,31.0,78.0,20.4,0
2019-07-12,12,32.0,78.0,9.3,0
2019-07-12,13,31.0,78.0,18.5,0
2019-07-12,14,31.4,78.0,14.8,0
2019-07-12,15,31.0,78.0,18.5,0
2019-07-12,16,30.1,83.0,22.2,0
2019-07-12,17,32.0,88.0,13.0,0
2019-07-12,18,31.1,83.0,13.0,0
2019-07-12,19,31.9,83.0,5.6,0
2019-07-12,20,30.8,88.0,5.6,0
2019-07-12,21,30.8,88.0,5.6,0
2019-07-12,22,30.6,88.0,7.4,0
2019-07-12,23,30.8,88.0,7.4,0
2019-07-12,24,31.6,83.0,14.8,0
2019-07-13,1,39.5,66.0,20.4,0
2019-07-13,2,38.2,66.0,22.2,0
2019-07-13,3,35.7,62.0,22.2,0
2019-07-13,4,36.0,65.0,11.1,0
2019-07-13,5,33.0,74.0,14.8,0
2019-07-13,6,33.4,78.0,16.7,0
2019-07-13,7,31.8,88.0,11.1,0
2019-07-13,8,32.1,94.0,18.5,0
2019-07-13,9,32.2,88.0,11.1,0
2019-07-13,10,31.5,88.0,18.5,0
2019-07-13,11,32.0,88.0,13.0,0
2019-07-13,12,32.2,88.0,11.1,0
2019-07-13,13,32.8,94.0,0.0,0
2019-07-13,14,32.8,94.0,0.0,0
2019-07-13,15,31.9,94.0,3.7,0
2019-07-13,16,30.8,100.0,3.7,0
2019-07-13,17,32.8,94.0,0.0,0
2019-07-13,18,31.1,94.0,0.0,0
2019-07-13,19,33.7,88.0,3.7,0
2019-07-13,20,34.7,83.0,3.7,0
2019-07-13,21,36.4,74.0,13.0,0
2019-07-13,22,37.0,74.0,9.3,0
2019-07-13,23,40.8,62.0,3.7,0
2019-07-13,24,38.2,78.0,18.5,0
2019-07-14,1,39.5,66.0,20.4,0
2019-07-14,2,38.2,66.0,22.2,0
2019-07-14,3,35.7,62.0,22.2,0
2019-07-14,4,36.0,65.0,11.1,0
2019-07-14,5,33.0,74.0,14.8,0
2019-07-14,6,33.4,78.0,16.7,0
2019-07-14,7,31.8,88.0,11.1,0
2019-07-14,8,32.1,94.0,18.5,0
2019-07-14,9,32.2,88.0,11.1,0
2019-07-14,10,31.5,88.0,18.5,0
2019-07-14,11,32.0,88.0,13.0,0
2019-07-14,12,32.2,88.0,11.1,0
2019-07-14,13,32.8,94.0,0.0,0
2019-07-14,14,32.8,94.0,0.0,0
2019-07-14,15,31.9,94.0,3.7,0
2019-07-14,16,30.8,100.0,3.7,0
2019-07-14,17,32.8,94.0,0.0,0
2019-07-14,18,31.1,94.0,0.0,0
2019-07-14,19,33.7,88.0,3.7,0
2019-07-14,20,34.7,83.0,3.7,0
2019-07-14,21,36.4,74.0,13.0,0
2019-07-14,22,37.0,74.0,9.3,0
2019-07-14,23,40.8,62.0,3.7,0
2019-07-14,24,38.2,78.0,18.5,0
2019-07-15,1,39.5,66.0,20.4,0
2019-07-15,2,38.2,66.0,22.2,0
2019-07-15,3,35.7,62.0,22.2,0
2019-07-15,4,36.0,65.0,11.1,0
2019-07-15,5,33.0,74.0,14.8,0
2019-07-15,6,33.4,78.0,16.7,0
2019-07-15,7,31.8,88.0,11.1,0
2019-07-15,8,32.1,94.0,18.5,0
2019-07-15,9,32.2,88.0,11.1,0
2019-07-15,10,31.5,88.0,18.5,0
2019-07-15,11,32.0,88.0,13.0,0
2019-07-15,12,32.2,88.0,11.1,0
2019-07-15,13,32.8,94.0,0.0,0
2019-07-15,14,32.8,94.0,0.0,0
2019-07-15,15,31.9,94.0,3.7,0
2019-07-15,16,30.8,100.0,3.7,0
2019-07-15,17,32.8,94.0,0.0,0
2019-07-15,18,31.1,94.0,0.0,0
2019-07-15,19,33.7,88.0,3.7,0
2019-07-15,20,34.7,83.0,3.7,0
2019-07-15,21,36.4,74.0,13.0,0
2019-07-15,22,37.0,74.0,9.3,0
2019-07-15,23,40.8,62.0,3.7,0
2019-07-15,24,38.2,78.0,18.5,0
2019-07-16,1,27.0,94.0,9.3,0
2019-07-16,2,27.0,94.0,16.7,0
2019-07-16,3,27.0,94.0,14.8,0
2019-07-16,4,27.0,94.0,14.8,0
2019-07-16,5,26.0,94.0,14.8,0
2019-07-16,6,26.0,94.0,7.4,0
2019-07-16,7,27.0,94.0,5.6,0
2019-07-16,8,28.0,89.0,5.6,0
2019-07-16,9,29.0,89.0,7.4,0
2019-07-16,10,31.0,79.0,13.0,0
2019-07-16,11,32.0,75.0,7.4,0
2019-07-16,12,34.0,63.0,11.1,0
2019-07-16,13,34.0,63.0,14.8,0
2019-07-16,14,35.0,56.0,13.0,0
2019-07-16,15,34.0,67.0,11.1,0
2019-07-16,16,32.0,70.0,11.1,0
2019-07-16,17,31.0,75.0,16.7,0
2019-07-16,18,23.0,100.0,22.2,0
2019-07-16,19,25.0,100.0,9.3,0
2019-07-16,20,26.0,94.0,7.4,0
2019-07-16,21,27.0,94.0,7.4,0
2019-07-16,22,27.0,94.0,7.4,0
2019-07-16,23,27.0,94.0,16.7,0
2019-07-16,24,27.0,94.0,11.1,0
2019-07-17,1,27.0,89.0,13.0,0
2019-07-17,2,27.0,89.0,13.0,0
2019-07-17,3,27.0,91.5,12.05,0
2019-07-17,4,27.0,94.0,11.1,0
2019-07-17,5,27.0,94.0,13.0,0
2019-07-17,6,26.0,100.0,9.3,0
2019-07-17,7,26.0,100.0,9.3,0
2019-07-17,8,26.0,100.0,7.4,0
2019-07-17,9,27.0,100.0,7.4,0
2019-07-17,10,29.0,84.0,7.4,0
2019-07-17,11,30.0,79.0,11.1,0
2019-07-17,12,31.0,75.0,13.0,0
2019-07-17,13,32.0,75.0,11.1,0
2019-07-17,14,32.0,70.0,5.6,0
2019-07-17,15,32.0,75.0,20.4,0
2019-07-17,16,32.0,75.0,14.8,0
2019-07-17,17,30.0,79.0,16.7,0
2019-07-17,18,30.0,79.0,18.5,0
2019-07-17,19,29.0,84.0,9.3,0
2019-07-17,20,28.0,89.0,25.9,0
2019-07-17,21,27.0,94.0,7.4,0
2019-07-17,22,27.0,94.0,14.8,0
2019-07-17,23,27.0,94.0,9.3,0
2019-07-17,24,27.0,94.0,11.1,0
2019-07-18,1,32.3,78.0,18.5,0
2019-07-18,2,36.3,69.0,9.3,0
2019-07-18,3,38.3,65.0,5.6,0
2019-07-18,4,39.6,58.0,11.1,0
2019-07-18,5,42.2,55.0,9.3,0
2019-07-18,6,39.0,62.0,22.2,0
2019-07-18,7,38.7,62.0,22.2,0
2019-07-18,8,36.5,62.0,25.9,0
2019-07-18,9,35.2,65.0,22.2,0
2019-07-18,10,33.6,69.0,22.2,0
2019-07-18,11,32.3,74.0,18.5,0
2019-07-18,12,30.6,78.0,22.2,0
2019-07-18,13,30.6,78.0,22.2,0
2019-07-18,14,30.5,78.0,24.1,0
2019-07-18,15,30.3,78.0,25.9,0
2019-07-18,16,30.1,83.0,22.2,0
2019-07-18,17,30.4,83.0,18.5,0
2019-07-18,18,32.0,78.0,9.3,0
2019-07-18,19,29.7,78.0,14.8,0
2019-07-18,20,30.1,78.0,11.1,0
2019-07-18,21,30.7,78.0,7.4,0
2019-07-18,22,31.0,73.0,9.3,0
2019-07-18,23,31.3,78.0,5.6,0
2019-07-18,24,32.8,78.0,9.3,0
2019-07-19,1,32.8,78.0,9.3,0
2019-07-19,2,33.4,65.0,20.4,0
2019-07-19,3,35.8,62.0,14.8,0
2019-07-19,4,36.8,65.0,18.5,0
2019-07-19,5,37.7,62.0,24.1,0
2019-07-19,6,37.9,62.0,22.2,0
2019-07-19,7,38.8,58.0,18.5,0
2019-07-19,8,37.5,62.0,22.2,0
2019-07-19,9,36.4,62.0,27.8,0
2019-07-19,10,35.6,65.0,18.5,0
2019-07-19,11,33.8,69.0,20.4,0
2019-07-19,12,33.3,78.0,18.5,0
2019-07-19,13,31.8,83.0,22.2,0
2019-07-19,14,32.2,83.0,16.7,0
2019-07-19,15,31.8,78.0,11.1,0
2019-07-19,16,30.4,83.0,18.5,0
2019-07-19,17,30.9,83.0,14.8,0
2019-07-19,18,32.2,88.0,11.1,0
2019-07-19,19,32.5,88.0,7.4,0
2019-07-19,20,33.0,88.0,3.7,0
2019-07-19,21,32.3,88.0,9.3,0
2019-07-19,22,32.7,88.0,5.6,0
2019-07-19,23,31.4,94.0,7.4,0
2019-07-19,24,31.6,94.0,7.4,0
2019-07-20,1,38.1,62.0,16.7,0
2019-07-20,2,37.2,62.0,18.5,0
2019-07-20,3,35.1,65.0,24.1,0
2019-07-20,4,33.2,69.0,25.9,0
2019-07-20,5,31.7,74.0,24.1,0
2019-07-20,6,30.6,78.0,22.2,0
2019-07-20,7,31.4,78.0,14.8,0
2019-07-20,8,30.6,78.0,22.2,0
2019-07-20,9,30.6,78.0,22.2,0
2019-07-20,10,30.1,83.0,22.2,0
2019-07-20,11,31.3,83.0,11.1,0
2019-07-20,12,30.7,73.0,11.1,0
2019-07-20,13,31.0,73.0,9.3,0
2019-07-20,14,31.0,73.0,9.3,0
2019-07-20,15,32.0,78.0,9.3,0
2019-07-20,16,31.7,88.0,16.7,0
2019-07-20,17,32.7,88.0,7.4,0
2019-07-20,18,33.0,88.0,7.4,0
2019-07-20,19,34.8,88.0,7.4,0
2019-07-20,20,36.5,69.0,7.4,0
2019-07-20,21,39.3,62.0,7.4,0
2019-07-20,22,41.1,55.0,7.4,0
2019-07-20,23,41.4,52.0,14.8,0
2019-07-20,24,40.1,58.0,22.2,0
2019-07-21,1,38.1,62.0,16.7,0
2019-07-21,2,37.2,62.0,18.5,0
2019-07-21,3,35.1,65.0,24.1,0
2019-07-21,4,33.2,69.0,25.9,0
2019-07-21,5,31.7,74.0,24.1,0
2019-07-21,6,30.6,78.0,22.2,0
2019-07-21,7,31.4,78.0,14.8,0
2019-07-21,8,30.6,78.0,22.2,0
2019-07-21,9,30.6,78.0,22.2,0
2019-07-21,10,30.1,83.0,22.2,0
2019-07-21,11,31.3,83.0,11.1,0
2019-07-21,12,30.7,73.0,11.1,0
2019-07-21,13,31.0,73.0,9.3,0
2019-07-21,14,31.0,73.0,9.3,0
2019-07-21,15,32.0,78.0,9.3,0
2019-07-21,16,31.7,88.0,16.7,0
2019-07-21,17,32.7,88.0,7.4,0
2019-07-21,18,33.0,88.0,7.4,0
2019-07-21,19,34.8,88.0,7.4,0
2019-07-21,20,36.5,69.0,7.4,0
2019-07-21,21,39.3,62.0,7.4,0
2019-07-21,22,41.1,55.0,7.4,0
2019-07-21,23,41.4,52.0,14.8,0
2019-07-21,24,40.1,58.0,22.2,0
2019-07-22,1,38.1,62.0,16.7,0
2019-07-22,2,37.2,62.0,18.5,0
2019-07-22,3,35.1,65.0,24.1,0
2019-07-22,4,33.2,69.0,25.9,0
2019-07-22,5,31.7,74.0,24.1,0
2019-07-22,6,30.6,78.0,22.2,0
2019-07-22,7,31.4,78.0,14.8,0
2019-07-22,8,30.6,78.0,22.2,0
2019-07-22,9,30.6,78.0,22.2,0
2019-07-22,10,30.1,83.0,22.2,0
2019-07-22,11,31.3,83.0,11.1,0
2019-07-22,12,30.7,73.0,11.1,0
2019-07-22,13,31.0,73.0,9.3,0
2019-07-22,14,31.0,73.0,9.3,0
2019-07-22,15,32.0,78.0,9.3,0
2019-07-22,16,31.7,88.0,16.7,0
2019-07-22,17,32.7,88.0,7.4,0
2019-07-22,18,33.0,88.0,7.4,0
2019-07-22,19,34.8,88.0,7.4,0
2019-07-22,20,36.5,69.0,7.4,0
2019-07-22,21,39.3,62.0,7.4,0
2019-07-22,22,41.1,55.0,7.4,0
2019-07-22,23,41.4,52.0,14.8,0
2019-07-22,24,40.1,58.0,22.2,0
2019-07-23,1,39.3,62.0,7.4,0
2019-07-23,2,41.1,55.0,7.4,0
2019-07-23,3,41.4,52.0,14.8,0
2019-07-23,4,40.1,58.0,22.2,0
2019-07-23,5,38.0,58.0,22.2,0
2019-07-23,6,36.5,62.0,25.9,0
2019-07-23,7,36.2,62.0,24.1,0
2019-07-23,8,32.1,74.0,25.9,0
2019-07-23,9,30.8,78.0,22.2,0
2019-07-23,10,30.6,78.0,22.2,0
2019-07-23,11,31.0,78.0,18.5,0
2019-07-23,12,30.4,83.0,18.5,0
2019-07-23,13,30.4,83.0,18.5,0
2019-07-23,14,30.4,83.0,18.5,0
2019-07-23,15,32.5,88.0,7.4,0
2019-07-23,16,33.0,88.0,3.7,0
2019-07-23,17,30.8,88.0,5.6,0
2019-07-23,18,32.2,83.0,3.7,0
2019-07-23,19,30.8,88.0,5.6,0
2019-07-23,20,30.0,88.0,13.0,0
2019-07-23,21,30.3,88.0,11.1,0
2019-07-23,22,30.4,94.0,14.8,0
2019-07-23,23,31.1,94.0,14.8,0
2019-07-23,24,33.5,88.0,9.3,0
2019-07-24,1,30.4,94.0,14.8,0
2019-07-24,2,31.1,94.0,14.8,0
2019-07-24,3,33.5,88.0,9.3,0
2019-07-24,4,35.2,74.0,9.3,0
2019-07-24,5,36.8,69.0,11.1,0
2019-07-24,6,37.5,65.0,14.8,0
2019-07-24,7,37.0,70.0,18.5,0
2019-07-24,8,39.1,66.0,11.1,0
2019-07-24,9,36.4,70.0,22.2,0
2019-07-24,10,37.2,66.0,18.5,0
2019-07-24,11,35.6,65.0,13.0,0
2019-07-24,12,33.6,78.0,14.8,0
2019-07-24,13,32.9,83.0,9.3,0
2019-07-24,14,32.5,78.0,5.6,0
2019-07-24,15,33.3,83.0,5.6,0
2019-07-24,16,32.5,88.0,7.4,0
2019-07-24,17,32.5,88.0,7.4,0
2019-07-24,18,31.4,94.0,7.4,0
2019-07-24,19,32.5,88.0,7.4,0
2019-07-24,20,31.9,94.0,3.7,0
2019-07-24,21,31.9,94.0,3.7,0
2019-07-24,22,31.9,94.0,3.7,0
2019-07-24,23,31.4,94.0,7.4,0
2019-07-24,24,32.0,94.0,3.7,0
2019-07-25,1,34.0,83.0,7.4,0
2019-07-25,2,36.7,74.0,9.3,0
2019-07-25,3,37.0,70.0,11.1,0
2019-07-25,4,39.2,66.0,13.0,0
2019-07-25,5,39.2,62.0,20.4,0
2019-07-25,6,37.7,74.0,18.5,0
2019-07-25,7,37.1,70.0,20.4,0
2019-07-25,8,33.2,89.0,21.1,0
2019-07-25,9,35.9,70.0,22.2,0
2019-07-25,10,33.6,78.0,11.1,0
2019-07-25,11,34.0,78.0,11.1,0
2019-07-25,12,33.1,83.0,7.4,0
2019-07-25,13,32.9,83.0,9.3,0
2019-07-25,14,32.9,83.0,9.3,0
2019-07-25,15,32.7,83.0,11.1,0
2019-07-25,16,32.7,88.0,5.6,0
2019-07-25,17,32.7,88.0,5.6,0
2019-07-25,18,31.5,89.0,6.0,0
2019-07-25,19,31.6,94.0,5.6,0
2019-07-25,20,31.4,94.0,7.4,0
2019-07-25,21,31.9,94.0,3.7,0
2019-07-25,22,32.5,88.0,7.4,0
2019-07-25,23,31.2,88.0,3.7,0
2019-07-25,24,34.0,83.0,5.6,0
2019-07-26,1,35.3,78.0,7.4,0
2019-07-26,2,35.3,78.0,7.4,0
2019-07-26,3,36.7,69.0,5.6,0
2019-07-26,4,37.4,65.0,11.1,0
2019-07-26,5,38.6,62.0,14.8,0
2019-07-26,6,38.8,70.0,25.9,0
2019-07-26,7,30.5,88.0,14.8,0
2019-07-26,8,33.9,88.0,7.4,0
2019-07-26,9,33.2,83.0,18.5,0
2019-07-26,10,32.6,83.0,20.4,0
2019-07-26,11,32.5,83.0,18.5,0
2019-07-26,12,30.8,78.0,22.2,0
2019-07-26,13,30.8,78.0,20.4,0
2019-07-26,14,31.0,78.0,18.5,0
2019-07-26,15,30.8,78.0,20.4,0
2019-07-26,16,30.8,78.0,20.4,0
2019-07-26,17,29.6,83.0,27.8,0
2019-07-26,18,30.1,83.0,22.2,0
2019-07-26,19,31.1,83.0,13.0,0
2019-07-26,20,31.3,83.0,11.1,0
2019-07-26,21,30.1,83.0,22.2,0
2019-07-26,22,30.2,88.0,11.1,0
2019-07-26,23,31.2,94.0,9.3,0
2019-07-26,24,30.7,88.0,7.4,0
2019-07-27,1,37.3,65.0,14.8,0
2019-07-27,2,38.6,55.0,14.8,0
2019-07-27,3,37.6,55.0,24.1,0
2019-07-27,4,37.0,62.0,31.5,0
2019-07-27,5,37.1,70.0,22.2,0
2019-07-27,6,36.4,70.0,24.1,0
2019-07-27,7,35.1,65.0,24.1,0
2019-07-27,8,33.0,69.0,27.8,0
2019-07-27,9,31.1,74.0,31.5,0
2019-07-27,10,30.5,78.0,24.1,0
2019-07-27,11,30.5,78.0,24.1,0
2019-07-27,12,29.7,73.0,20.4,0
2019-07-27,13,29.8,73.0,18.5,0
2019-07-27,14,29.7,73.0,20.4,0
2019-07-27,15,30.4,83.0,18.5,0
2019-07-27,16,31.1,83.0,13.0,0
2019-07-27,17,30.3,81.0,15.2,0
2019-07-27,18,29.3,82.0,20.1,0
2019-07-27,19,30.3,88.0,9.3,0
2019-07-27,20,29.3,88.0,18.5,0
2019-07-27,21,29.3,83.0,11.1,0
2019-07-27,22,33.1,78.0,7.4,0
2019-07-27,23,35.0,78.0,11.1,0
2019-07-27,24,37.8,74.0,14.8,0
2019-07-28,1,37.3,65.0,14.8,0
2019-07-28,2,38.6,55.0,14.8,0
2019-07-28,3,37.6,55.0,24.1,0
2019-07-28,4,37.0,62.0,31.5,0
2019-07-28,5,37.1,70.0,22.2,0
2019-07-28,6,36.4,70.0,24.1,0
2019-07-28,7,35.1,65.0,24.1,0
2019-07-28,8,33.0,69.0,27.8,0
2019-07-28,9,31.1,74.0,31.5,0
2019-07-28,10,30.5,78.0,24.1,0
2019-07-28,11,30.5,78.0,24.1,0
2019-07-28,12,29.7,73.0,20.4,0
2019-07-28,13,29.8,73.0,18.5,0
2019-07-28,14,29.7,73.0,20.4,0
2019-07-28,15,30.4,83.0,18.5,0
2019-07-28,16,31.1,83.0,13.0,0
2019-07-28,17,30.3,81.0,15.2,0
2019-07-28,18,29.3,82.0,20.1,0
2019-07-28,19,30.3,88.0,9.3,0
2019-07-28,20,29.3,88.0,18.5,0
2019-07-28,21,29.3,83.0,11.1,0
2019-07-28,22,33.1,78.0,7.4,0
2019-07-28,23,35.0,78.0,11.1,0
2019-07-28,24,37.8,74.0,14.8,0
2019-07-29,1,37.3,65.0,14.8,0
2019-07-29,2,38.6,55.0,14.8,0
2019-07-29,3,37.6,55.0,24.1,0
2019-07-29,4,37.0,62.0,31.5,0
2019-07-29,5,37.1,70.0,22.2,0
2019-07-29,6,36.4,70.0,24.1,0
2019-07-29,7,35.1,65.0,24.1,0
2019-07-29,8,33.0,69.0,27.8,0
2019-07-29,9,31.1,74.0,31.5,0
2019-07-29,10,30.5,78.0,24.1,0
2019-07-29,11,30.5,78.0,24.1,0
2019-07-29,12,29.7,73.0,20.4,0
2019-07-29,13,29.8,73.0,18.5,0
2019-07-29,14,29.7,73.0,20.4,0
2019-07-29,15,30.4,83.0,18.5,0
2019-07-29,16,31.1,83.0,13.0,0
2019-07-29,17,30.3,81.0,15.2,0
2019-07-29,18,29.3,82.0,20.1,0
2019-07-29,19,30.3,88.0,9.3,0
2019-07-29,20,29.3,88.0,18.5,0
2019-07-29,21,29.3,83.0,11.1,0
2019-07-29,22,33.1,78.0,7.4,0
2019-07-29,23,35.0,78.0,11.1,0
2019-07-29,24,37.8,74.0,14.8,0
2019-07-30,1,34.5,65.0,20.4,0
2019-07-30,2,31.3,65.0,25.6,0
2019-07-30,3,33.8,69.0,24.1,0
2019-07-30,4,32.1,74.0,25.9,0
2019-07-30,5,30.6,78.0,24.1,0
2019-07-30,6,30.8,78.0,20.4,0
2019-07-30,7,30.8,88.0,27.8,0
2019-07-30,8,31.5,88.0,18.5,0
2019-07-30,9,31.3,88.0,22.2,0
2019-07-30,10,31.3,88.0,22.2,0
2019-07-30,11,30.4,83.0,18.5,0
2019-07-30,12,31.1,83.0,13.0,0
2019-07-30,13,30.6,83.0,16.7,0
2019-07-30,14,29.5,88.0,16.7,0
2019-07-30,15,32.2,88.0,11.1,0
2019-07-30,16,32.3,88.0,9.3,0
2019-07-30,17,31.0,88.0,5.6,0
2019-07-30,18,30.6,94.0,7.4,0
2019-07-30,19,34.1,83.0,9.3,0
2019-07-30,20,35.5,78.0,11.1,0
2019-07-30,21,38.2,70.0,9.3,0
2019-07-30,22,40.0,58.0,7.4,0
2019-07-30,23,39.7,52.0,14.8,0
2019-07-30,24,39.6,66.0,22.2,0
2019-07-31,1,34.1,83.0,9.3,0
2019-07-31,2,35.5,78.0,11.1,0
2019-07-31,3,38.2,70.0,9.3,0
2019-07-31,4,40.0,58.0,7.4,0
2019-07-31,5,39.7,52.0,14.8,0
2019-07-31,6,39.6,66.0,22.2,0
2019-07-31,7,37.9,66.0,25.9,0
2019-07-31,8,35.8,74.0,18.5,0
2019-07-31,9,34.0,69.0,22.2,0
2019-07-31,10,32.4,74.0,22.2,0
2019-07-31,11,30.8,78.0,22.2,0
2019-07-31,12,31.7,78.0,13.0,0
2019-07-31,13,32.0,88.0,13.0,0
2019-07-31,14,31.8,83.0,22.2,0
2019-07-31,15,32.0,83.0,20.4,0
2019-07-31,16,32.0,83.0,20.4,0
2019-07-31,17,32.0,88.0,13.0,0
2019-07-31,18,31.8,88.0,14.8,0
2019-07-31,19,32.0,88.0,13.0,0
2019-07-31,20,31.7,88.0,16.7,0
2019-07-31,21,31.8,88.0,14.8,0
2019-07-31,22,32.0,88.0,13.0,0
2019-07-31,23,32.3,88.0,11.1,0
2019-07-31,24,33.4,83.0,11.1,0
2019-08-01,1,42.1,55.0,11.1,0
2019-08-01,2,42.4,49.0,14.8,0
2019-08-01,3,42.1,46.0,13.0,0
2019-08-01,4,39.5,58.0,25.9,0
2019-08-01,5,38.9,55.0,18.5,0
2019-08-01,6,36.0,70.0,13.0,0
2019-08-01,7,33.4,65.0,3.7,0
2019-08-01,8,33.6,78.0,14.8,0
2019-08-01,9,32.7,83.0,11.1,0
2019-08-01,10,33.1,83.0,7.4,0
2019-08-01,11,32.7,83.0,11.1,0
2019-08-01,12,32.4,83.0,14.8,0
2019-08-01,13,33.6,88.0,11.1,0
2019-08-01,14,33.3,88.0,14.8,0
2019-08-01,15,31.8,88.0,14.8,0
2019-08-01,16,33.4,94.0,7.4,0
2019-08-01,17,32.5,88.0,7.4,0
2019-08-01,18,32.3,88.0,9.3,0
2019-08-01,19,33.0,88.0,3.7,0
2019-08-01,20,32.6,88.0,7.4,0
2019-08-01,21,33.1,88.0,7.4,0
2019-08-01,22,34.3,83.0,7.4,0
2019-08-01,23,35.5,78.0,11.1,0
