year,month,day,dayofweek,dayofyear,week,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_festivo,dayofweek_sin,dayofweek_cos,month_sin,month_cos,dayofyear_sin,dayofyear_cos,total_lag_1d,total_lag_7d,total_lag_14d,total_rolling_mean_7d,total_rolling_std_7d,total_rolling_min_7d,total_rolling_max_7d,total_rolling_mean_14d,total_rolling_std_14d,total_rolling_min_14d,total_rolling_max_14d,total_rolling_mean_28d,total_rolling_std_28d,total_rolling_min_28d,total_rolling_max_28d,p8_lag_1d,p8_lag_7d,p12_lag_1d,p12_lag_7d,p18_lag_1d,p18_lag_7d,p20_lag_1d,p20_lag_7d,total_day_change,total_day_change_pct,is_rainy_season,is_january,is_december,week_of_month,temp_mean_lag1d,temp_min_lag1d,temp_max_lag1d,temp_std_lag1d,humidity_mean_lag1d,humidity_min_lag1d,humidity_max_lag1d,feels_like_mean_lag1d,feels_like_min_lag1d,feels_like_max_lag1d,temp_x_is_weekend,temp_x_is_festivo,dayofweek_x_festivo,month_x_festivo,weekend_x_month,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,TOTAL,FECHA
2023,6,1,3,152,22,2,0,1,0,0,0,1,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206,0.0,0.0,0.0,28458.29323,0.0,28458.29323,28458.29323,28458.29323,0.0,28458.29323,28458.29323,28458.29323,0.0,28458.29323,28458.29323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0,896.39216,852.76885,835.22203,836.52236,899.70478,1015.67391,1105.42158,1188.0009,1244.53674,1274.31595,1331.86856,1392.02206,1405.72411,1370.66873,1369.59999,1372.17,1353.68487,1310.81527,1369.88818,1390.97696,1328.24977,1222.02145,1098.35601,993.68801,28458.29323,2023-06-01
2023,6,2,4,153,22,2,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.48627270710868997,-0.8738071036110808,28458.29323,0.0,0.0,28799.302219999998,482.2595385491528,28458.29323,29140.31121,28799.302219999998,482.2595385491528,28458.29323,29140.31121,28799.302219999998,482.2595385491528,28458.29323,29140.31121,1188.0009,0.0,1392.02206,0.0,1310.81527,0.0,1390.97696,0.0,682.0179800000005,2.3965526480731913,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,922.40457,880.20759,859.23658,864.2687,926.41558,1029.76247,1125.10727,1196.97579,1279.02131,1334.67634,1407.28817,1446.12061,1443.36356,1427.45188,1420.80856,1420.66676,1389.12127,1348.03543,1374.22631,1400.96248,1324.49495,1216.60695,1098.1321,1004.95598,29140.31121,2023-06-02
2023,6,3,5,154,22,2,1,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.4711595076738638,-0.8820480249558537,29140.31121,0.0,0.0,28332.148973333333,878.0567173448641,27397.842480000003,29140.31121,28332.148973333333,878.0567173448641,27397.842480000003,29140.31121,28332.148973333333,878.0567173448641,27397.842480000003,29140.31121,1196.97579,0.0,1446.12061,0.0,1348.03543,0.0,1400.96248,0.0,-1742.4687299999969,-5.979581746546481,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,6,935.14004,889.34923,860.54969,861.39503,889.7283,938.47318,1020.34338,1119.70236,1202.60988,1262.44232,1320.75212,1355.17208,1355.29277,1318.56135,1291.17433,1279.54442,1256.88764,1248.18606,1297.86662,1313.55731,1254.56269,1145.51298,1031.86907,949.16963,27397.842480000003,2023-06-03
2023,6,4,6,155,22,2,1,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4559066935084588,-0.8900275764346767,27397.842480000003,0.0,0.0,27138.9041875,2491.851027166358,23559.169830000003,29140.31121,27138.9041875,2491.851027166358,23559.169830000003,29140.31121,27138.9041875,2491.851027166358,23559.169830000003,29140.31121,1119.70236,0.0,1355.17208,0.0,1248.18606,0.0,1313.55731,0.0,-3838.6726500000004,-14.010857434493873,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,881.47362,838.74894,808.24208,781.03629,785.28471,795.03872,782.03003,835.51627,921.85319,992.8788,1034.80874,1082.97081,1104.14257,1111.59329,1090.76606,1081.10699,1068.45528,1056.64636,1139.34997,1189.45071,1145.31741,1085.53677,1014.07688,932.84534,23559.169830000003,2023-06-04
2023,6,5,0,156,23,2,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,0.440518784350495,-0.8977433935342337,23559.169830000003,0.0,0.0,27536.954678000002,2334.3547547725,23559.169830000003,29140.31121,27536.954678000002,2334.3547547725,23559.169830000003,29140.31121,27536.954678000002,2334.3547547725,23559.169830000003,29140.31121,835.51627,0.0,1082.97081,0.0,1056.64636,0.0,1189.45071,0.0,5569.9868099999985,23.642542798376674,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,876.4705,841.14572,822.80008,831.33751,896.46383,1016.57131,1112.50412,1205.10417,1270.32433,1314.96483,1380.77307,1434.16458,1444.91816,1431.02149,1436.72272,1439.9397,1413.17614,1346.05473,1388.93209,1436.38463,1374.0788,1261.01688,1128.16939,1026.11786,29129.15664,2023-06-05
2023,6,6,1,157,23,2,0,0,0,0,0,1,0.7818314824680297,0.6234898018587336,1.2246467991473532e-16,-1.0,0.4250003399695541,-0.9051931898913974,29129.15664,0.0,0.0,27857.561375,2230.7177369337173,23559.169830000003,29460.594860000005,27857.561375,2230.7177369337173,23559.169830000003,29460.594860000005,27857.561375,2230.7177369337173,23559.169830000003,29460.594860000005,1205.10417,0.0,1434.16458,0.0,1346.05473,0.0,1436.38463,0.0,331.43822000000364,1.1378229177595678,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,951.02448,903.72082,885.44064,888.03002,951.21384,1051.94492,1150.98826,1234.23695,1291.12934,1336.54645,1397.81426,1448.06956,1448.90154,1418.96882,1396.3067,1416.72625,1403.07876,1347.09993,1388.75355,1419.37356,1360.82847,1247.5314,1113.6548,1009.21154,29460.594860000005,2023-06-06
2023,6,7,2,158,23,2,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.4093559588156213,-0.9123747579707274,29460.594860000005,0.0,0.0,28155.477591428575,2183.5818866341406,23559.169830000003,29942.97489,28155.477591428575,2183.5818866341406,23559.169830000003,29942.97489,28155.477591428575,2183.5818866341406,23559.169830000003,29942.97489,1234.23695,0.0,1448.06956,0.0,1347.09993,0.0,1419.37356,0.0,482.3800299999966,1.637373692867783,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0,934.82789,892.36479,871.70058,876.38135,938.63689,1045.48486,1153.73762,1241.74891,1292.69812,1333.12088,1400.67931,1452.06401,1472.42494,1458.40622,1472.24053,1477.79739,1449.48247,1392.31237,1430.15991,1461.15682,1400.95608,1288.82985,1156.1472,1049.6159,29942.97489,2023-06-07
2023,6,8,3,159,23,2,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.3935902766564667,-0.9192859697186104,29942.97489,28458.29323,0.0,28329.80726857143,2259.1905185589,23559.169830000003,29942.97489,28345.86801375,2092.0972340445255,23559.169830000003,29942.97489,28345.86801375,2092.0972340445255,23559.169830000003,29942.97489,1241.74891,1188.0009,1452.06401,1392.02206,1392.31237,1310.81527,1461.15682,1390.97696,-264.37391999999454,-0.8829246959302206,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0,970.08504,926.00774,906.69148,892.45447,955.22908,1063.75773,1171.72697,1254.8566,1310.71581,1350.70685,1416.71672,1450.95634,1442.21963,1415.03501,1422.25264,1425.68299,1401.91255,1366.42652,1413.4966,1416.72551,1349.45141,1239.89258,1109.60592,1005.99478,29678.600970000007,2023-06-08
2023,6,9,4,160,23,2,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.3777079652039649,-0.9259247771938498,29678.600970000007,29140.31121,0.0,28387.976177142857,2288.5879464210893,23559.169830000003,29942.97489,28479.38196444445,1997.547435576939,23559.169830000003,29942.97489,28479.38196444445,1997.547435576939,23559.169830000003,29942.97489,1254.8566,1196.97579,1450.95634,1446.12061,1366.42652,1348.03543,1416.72551,1400.96248,-131.10740000000806,-0.44175734608425943,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,945.3369,904.37204,885.16869,890.92658,942.32659,1037.17845,1133.77541,1226.94189,1291.37509,1336.69453,1394.85442,1434.99122,1454.08028,1430.29463,1433.55288,1437.20316,1408.08531,1347.48029,1399.31677,1414.6145,1356.2203,1253.33318,1139.85963,1049.51083,29547.49357,2023-06-09
2023,6,10,5,161,23,2,1,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.36171373072976765,-0.9322892131745133,29547.49357,27397.842480000003,0.0,28426.385635714287,2271.3925161766856,23559.169830000003,29942.97489,28398.114637000002,1900.75891641373,23559.169830000003,29942.97489,28398.114637000002,1900.75891641373,23559.169830000003,29942.97489,1226.94189,1119.70236,1434.99122,1355.17208,1347.48029,1248.18606,1414.6145,1313.55731,-1880.7848799999992,-6.365294151073398,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,6,968.75424,925.46168,894.14211,878.26817,913.79654,963.06153,1035.46119,1127.59749,1213.90114,1270.7764,1320.36332,1351.81122,1360.3201,1319.94262,1285.53345,1267.94275,1250.07864,1233.77698,1297.81286,1321.16719,1260.86536,1163.94093,1058.65493,983.27785,27666.70869,2023-06-10
