Flujo,Fecha,Cod. RPM,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,SLCG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2135,2.4127,4.9954,5.7039,6.3330,6.9111,3.6369,5.8871,0.6953,1.6550,1.7136,0.4138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,SLCG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0113,0.0000,-0.0019,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,SLCG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2569,2.5770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,SLCG1345,0.0000,0.0000,0.0000,0.0000,-0.0019,0.0000,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,TERT1220,62.9050,59.3850,55.9100,52.7050,49.6550,46.8050,43.3150,41.0250,41.6700,42.2700,43.7200,45.0850,45.6050,47.7000,50.1500,50.2750,50.4250,51.6300,54.0000,56.4850,58.7350,61.5500,66.8400,67.2300,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,TERT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,TERT1220,63.7750,61.3150,58.4950,56.5250,52.7950,49.9500,45.3400,41.9950,41.9200,42.2550,43.7200,44.1300,45.3500,47.9550,50.4150,51.8850,51.8650,52.9000,56.0350,56.7450,58.1600,59.9350,62.0000,62.4700,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,TERT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,TERT1220,62.6500,61.5800,59.3450,56.3300,51.6600,49.5050,44.7150,42.5400,41.8050,42.2150,41.5250,42.7000,43.3600,44.4650,46.2950,46.5650,48.3700,51.2150,54.5350,54.7800,51.3300,49.6450,50.2050,51.3400,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,TERT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,TERT1220,52.2000,53.2450,53.6900,53.0100,50.9650,48.2350,44.8600,42.8700,42.0200,42.1650,42.6950,43.5550,44.6150,46.2000,48.0950,48.5500,50.2650,51.6950,53.9200,54.7400,55.4950,56.3750,57.9000,58.3400,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,TERT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,TERT2220,63.5500,60.0000,56.4700,53.1800,50.1000,47.2000,43.7600,41.4800,42.1800,42.8600,44.3900,45.7900,46.2900,48.3800,50.8900,51.0500,51.2000,52.4000,54.7200,57.1400,59.4200,62.1200,67.5000,67.9500,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,TERT2220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,TERT2220,64.4100,61.9200,59.0600,57.0600,53.3100,50.4000,45.8200,42.4900,42.4500,42.8500,44.4000,44.8200,46.0300,48.6600,51.1600,52.7300,52.7500,53.7300,56.8200,57.4700,58.8500,60.5400,62.5600,63.0500,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,TERT2220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,TERT2220,63.2200,62.1900,59.9500,56.8700,52.1200,49.9800,45.1600,43.0100,42.3500,42.8300,42.1800,43.3600,44.0000,45.0300,46.8800,47.1400,48.9400,51.8100,55.0700,55.3300,51.8300,50.0800,50.6700,51.7900,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,TERT2220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,TERT2220,52.5800,53.6200,54.0700,53.4200,51.3500,48.6000,45.2000,43.2300,42.3600,42.5200,43.1000,43.9700,45.0600,46.6700,48.6100,49.0700,50.8100,52.3100,54.5000,55.3300,56.0700,56.9100,58.4200,58.8800,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,TERT2220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,TIE753,40.2708,39.1361,38.3521,37.8982,37.1143,36.7017,34.3292,30.4094,25.8088,24.4059,25.1692,26.5102,29.5016,30.3268,31.2759,33.9166,41.1579,44.0255,52.0714,51.5763,47.4502,48.4611,43.2622,42.5607,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,TIE753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,TIE753,41.3642,40.0644,39.0123,37.9808,37.7538,37.1968,34.4530,29.3985,25.9738,26.3245,27.5624,27.8306,28.6351,29.9968,31.0283,30.4300,34.6386,44.1287,51.7207,52.1952,52.5872,53.9282,54.2995,48.5023,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,TIE753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,TIE753,42.1069,40.9516,39.8581,38.8885,38.2902,37.8570,35.3194,29.7905,25.2517,23.7251,24.8598,27.3148,27.3354,28.3463,30.0587,30.3475,34.2673,43.7779,48.1929,47.7390,45.4490,43.4891,42.7670,42.6020,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,TIE753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,TIE753,38.0839,39.5487,39.5487,39.0742,38.4140,37.7745,34.4530,27.7274,24.5090,22.4873,20.6099,21.3732,22.7142,23.7870,24.3440,25.9532,30.3681,39.7550,43.2003,43.9430,44.8507,46.5218,47.0169,46.4393,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,TIE753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,TVJ717,21.6311,19.5268,17.3606,14.7921,13.1519,11.8832,9.4075,5.7250,6.1582,5.4155,4.7656,3.8682,5.3846,2.4447,4.8894,3.9920,6.4986,12.1307,15.3491,18.1961,19.8053,19.4958,23.1784,21.9715,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,TVJ717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,TVJ717,18.4437,18.8150,17.7629,18.2271,14.4517,13.1210,10.4906,8.2006,7.3651,6.8081,7.0556,6.3439,6.3439,6.9009,9.6551,11.6666,11.5737,14.4826,20.6718,21.8477,22.7761,22.1262,22.6523,22.9308,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,TVJ717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,TVJ717,22.4976,20.4861,18.7531,17.2368,13.9565,12.5330,8.1078,8.1078,8.1387,7.3960,6.0963,3.9920,4.4562,6.1273,7.6436,8.5410,12.1307,14.2351,17.2677,18.1961,17.6391,16.6488,16.1537,15.2872,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,TVJ717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,TVJ717,16.0918,14.2041,14.0803,13.4305,11.4499,9.0671,6.8081,7.3651,7.3960,6.6533,5.6940,5.3536,5.3536,5.5083,5.5702,7.4270,9.5003,12.6568,15.5967,17.7010,18.4746,17.2368,17.2677,16.7726,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,TVJ717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,TVJG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4830,3.7720,8.1834,9.1506,9.5979,9.4243,8.5330,8.3007,4.6840,8.3927,3.9503,0.4692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,TVJG1138,-0.0173,-0.0173,-0.0184,-0.0173,-0.0173,-0.0173,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0012,-0.0242,-0.0184,-0.0184,-0.0184,-0.0173,-0.0184,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,TVJG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2530,1.4559,8.0730,9.1034,9.5197,8.7699,9.7670,8.8171,7.7188,8.4307,4.0883,0.5187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,TVJG1138,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0023,-0.0219,-0.0184,-0.0173,-0.0173,-0.0173,-0.0173,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,TVJG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5290,3.9158,8.1892,9.3024,8.0098,9.4438,9.7819,9.7267,9.1046,7.4992,4.0112,0.5198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,TVJG1138,-0.0184,-0.0173,-0.0173,-0.0173,-0.0184,-0.0173,-0.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0219,-0.0184,-0.0184,-0.0173,-0.0173,-0.0184,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,TVJG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4474,3.7019,8.4387,9.2552,9.4864,9.6612,7.4187,3.4489,9.5887,8.6009,4.0791,0.5842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,TVJG1138,-0.0173,-0.0161,-0.0173,-0.0173,-0.0173,-0.0173,-0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0230,-0.0184,-0.0173,-0.0173,-0.0173,-0.0173,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,VAL810,75.6000,72.4500,70.3500,67.6500,65.5500,63.6900,57.5400,51.7500,50.8800,52.5900,52.8300,54.1500,56.5500,60.3600,64.7700,67.5900,69.8100,69.8100,72.1200,72.4500,73.1700,74.2500,75.5400,73.0200,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,VAL810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,VAL810,71.4900,68.6400,66.7500,66.0000,64.3500,65.2200,59.5200,53.0100,50.7600,50.3100,51.0300,53.0400,54.3300,59.4900,62.4600,63.3600,65.3400,65.5800,66.8700,72.7800,75.0900,76.3800,79.2000,80.1300,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,VAL810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,VAL810,77.5800,74.2500,70.3200,66.5100,62.6100,60.3600,54.2100,47.0400,44.1600,45.2100,46.5000,48.3600,50.3700,54.2400,56.8200,59.7300,65.3400,70.2600,75.4500,74.1300,69.0300,63.8400,70.7700,78.6300,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,VAL810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,VAL810,80.4000,82.3800,79.1100,77.4000,76.0500,72.9300,66.3000,56.6700,50.0700,48.1500,51.5700,52.8600,55.7400,59.5800,62.2200,67.3500,72.3000,69.9300,77.6400,80.4300,82.7700,91.1400,88.6500,81.3900,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,VAL810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,VAL819,16.8300,16.6500,14.7000,14.1300,13.2300,12.0600,10.0500,6.9000,4.4100,3.5100,6.6300,11.1300,13.7400,19.8300,24.7800,27.8700,35.8500,39.4800,39.1200,37.8900,38.1000,38.5800,35.9700,37.0500,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,VAL819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,VAL819,31.4100,29.9400,27.6300,23.4300,21.8100,13.6500,9.6900,3.5400,0.8100,1.5600,3.1200,5.8200,12.3900,16.0500,23.0400,27.0300,32.4000,33.2100,33.0300,19.7100,14.4900,14.5800,15.7800,17.2200,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,VAL819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,VAL819,16.1400,14.4000,14.6700,16.8000,20.3700,19.6200,17.7300,13.0500,9.8400,8.7900,9.5700,11.5800,14.2200,17.8500,21.5700,25.4100,30.0000,33.4800,34.5000,32.9100,30.6600,28.6500,14.8500,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,VAL819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.1200,-12.9900,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,VAL819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,10.8000,3.6600,1.4100,0.1500,0.0000,0.0000,0.5700,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,VAL819,-14.5800,-18.0600,-10.5300,-8.7000,-8.9400,-7.1400,-7.3500,-7.5600,-5.5200,-1.5600,-6.6000,-5.6400,-6.2100,-8.1600,-6.4200,-6.5700,-4.1700,0.0000,0.0000,0.0000,-1.3500,-16.4700,-12.9000,-0.9300,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,VAL823,74.6700,71.4600,69.3600,66.7500,64.6800,62.9100,56.9700,51.1500,50.0400,51.6900,51.9600,53.1900,55.4700,59.1900,63.6000,66.2700,68.7000,68.5500,71.0400,71.2500,72.0000,72.9600,74.4300,71.9100,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,VAL823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,VAL823,70.6500,67.7100,65.7600,65.1300,63.2700,64.4400,58.8300,52.4700,49.9500,49.5300,50.1000,51.9900,53.3700,58.3500,61.3800,62.2500,64.2000,64.4400,65.8500,71.2500,73.8600,75.1500,77.7900,78.9900,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,VAL823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,VAL823,76.5600,73.2900,69.4500,65.7300,61.8000,59.6700,53.7300,46.6800,43.4700,44.4300,45.7500,47.4900,49.4400,53.2500,55.8000,58.4700,64.1100,68.8200,74.1900,73.2300,68.2500,63.0900,68.8800,77.4900,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,VAL823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,VAL823,79.1100,81.2100,78.0900,76.3800,75.0600,72.1800,65.6100,56.4600,49.5000,47.5200,50.6400,51.9900,54.7200,58.5900,61.1400,66.0000,71.3100,68.6100,76.3800,79.1400,81.3300,89.5800,87.7800,80.4300,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,VAL823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
